ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,fulltext,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
Erickson2005,article,"Agile Modeling, Agile Software Development, and Extreme Programming","Erickson, John and Lyytinen, Kalle and Siau, Keng",2005,Journal of Database Management,,16,4,88--100,10.4018/JDM.2005100105,,"While there are many claims for the successful use of extreme programming (XP) and agile modeling (AM), and the proponents can often be vocal in the extreme regarding their supposed benefits, research evidence supporting proponents‘ claims is somewhat lacking. Currently, the only research appearing to investigate the phenomena consists of two prominent streams. A small number of case studies and experience reports that generally promote the success of XP in various development environments, and a well-established stream of research into pair programming has generated results that in part support the idea of XP. Research into AM appears to be even more sparse than that for XP. Case studies, comparative analyses, and experience reports comprise the majority of the research in the area, while very few empirical research efforts have been conducted. This article reviews the state of research in XP and AM, and recommends areas that could benefit from further study. Since nearly all empirical XP research relates to pair programming, a closer look into the unstudied XP core practices would be beneficial, although interaction between related core practice areas could confound such efforts. It might also be possible to group related core XP concepts and study the groups individually. Finally, there are those who claim that XP and AM, or even agility in general, are really nothing more than a repackaging of old concepts. This claim needs to be investigated.",False,181,,,,,,,,Describing,ng,,narrative-review,,False,partial,True,True,False,Software Development
ErmakovaFabianBenderEtAl2018,inproceedings,Web Tracking - A Literature Review on the State of Research,"Ermakova, Tatiana and Fabian, Benjamin and Bender, Benedict and Klimek, Kerstin",2018,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.596,http://hdl.handle.net/10125/50485,,,20,https://dblp.org/rec/conf/hicss/ErmakovaFBK18,"{'url': {'source': 'md_curated.bib/000280', 'note': ''}, 'language': {'source': 'md_curated.bib/000280', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000246', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000280|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000246', 'md_crossref.bib/000072', 'md_curated.bib/000280', 'md_dblp.bib/000280']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#ErmakovaFabianBenderEtAl2018,,,eng,,,,,,,,,
ErmakovaHuengesErekEtAl2013,inproceedings,Cloud Computing in Healthcare - a Literature Review on Current State of Research,"Ermakova, Tatiana and Huenges, Jan and Erek, Koray and Zarnekow, Rüdiger",2013,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2013/HealthInformation/GeneralPresentations/17,,,,https://dblp.org/rec/conf/amcis/ErmakovaHEZ13,"{'url': {'source': 'md_curated.bib/000161', 'note': ''}, 'language': {'source': 'md_curated.bib/000161', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000125', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000161|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000125', 'md_curated.bib/000161', 'md_dblp.bib/000161']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#ErmakovaHuengesErekEtAl2013,,,eng,,,,,,,,,
Evermann2008,article,Theories of Meaning in Schema Matching,"Evermann, Joerg",2008,Journal of Database Management,,19,3,55--82,10.4018/JDM.2008070104,,"Schema matching is the identification of database elements with similar meaning as preparation for subsequent database integration. Over the past 20 years, different schema-matching methods have been proposed and have been shown to be successful to various degrees. However, schema matching is an ongoing research area and the problem is not yet considered to be solved. This article reviews existing schema-matching methods from the perspective of theories of meanings drawn from philosophy and psychology. It positions existing methods, raises questions for future research based on these theories, and shows how these theories can form a firm theoretical basis as well as guide future schema-matching research.",False,12,,,,,,,,Describing,ng,,narrative-review,,False,partial,True,True,False,Software Development
FaberdeReuver2019,inproceedings,Consumer studies on Digital Platforms Adoption and continuance - a Structured literature Review,"Faber, Roel and de Reuver, Mark",2019,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2019_rp/121,,,,https://dblp.org/rec/conf/ecis/FaberR19,"{'url': {'source': 'md_curated.bib/000043', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000058', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000043|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000058', 'md_curated.bib/000043', 'md_dblp.bib/000044']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#FaberdeReuver2019,,,eng,,,,,,,,,
Fagan2001,article,Global Information Technology Transfer: A Framework for Analysis,"Fagan, Mary Helen",2001,Journal of Global Information Technology Management,,4,3,5--26,10.1080/1097198X.2001.10856305,,,False,9,,,,,,,,Explaining,en,,theoretical-review,,False,partial,True,True,True,Other Domain
Fan2006,article,What Is Personalization? Perspectives on the Design and Implementation of Personalization in Information Systems,"Fan, Haiyan and Poole, Marshall Scott",2006,Journal of Organizational Computing and Electronic Commerce,,16,3,179--202,10.1207/S15327744JOCE1603&4_2,,,False,146,,,,,,,,Explaining,en,,theoretical-review,,False,partial,True,True,True,E-Commerce
Fayard2014,article,Affordances for practice,"Fayard, Anne-Laure and Weeks, John",2014,Information and Organization,,24,4,236--249,10.1016/J.INFOANDORG.2014.10.001,,,False,151,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,False,Human Computer Interaction
FekiBoughzalaWamba2016,inproceedings,Big Data Analytics-Enabled Supply Chain Transformation - A Literature Review,"Feki, Mondher and Boughzala, Imed and Wamba, Samuel Fosso",2016,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2016.142,http://doi.ieeecomputersociety.org/10.1109/HICSS.2016.142,,,,https://dblp.org/rec/conf/hicss/FekiBW16,"{'doi': {'source': 'md_curated.bib/000284', 'note': ''}, 'url': {'source': 'md_curated.bib/000284', 'note': ''}, 'language': {'source': 'md_curated.bib/000284', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000247', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000284|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000247', 'md_curated.bib/000284', 'md_dblp.bib/000283']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#FekiBoughzalaWamba2016,,,eng,,,,,,,,,
FernandoEngel2018,inproceedings,Big Data and Business Analytic Concepts - A Literature Review,"Fernando, Fabiane and Engel, Tobias",2018,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2018/DataScience/Presentations/8,,,,https://dblp.org/rec/conf/amcis/FernandoE18,"{'url': {'source': 'md_curated.bib/000101', 'note': ''}, 'language': {'source': 'md_curated.bib/000101', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000126', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000101|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000126', 'md_curated.bib/000101', 'md_dblp.bib/000101']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#FernandoEngel2018,,,eng,,,,,,,,,
FertigSchutz2020,inproceedings,About the Measuring of Information Security Awareness: A Systematic Literature Review,"Fertig, Tobias and Schütz, Andreas",2020,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2020.798,http://hdl.handle.net/10125/64540,,,10,https://dblp.org/rec/conf/hicss/FertigS20,"{'url': {'source': 'md_curated.bib/000287', 'note': ''}, 'language': {'source': 'md_curated.bib/000287', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000248', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000287|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000248', 'md_crossref.bib/000075', 'md_curated.bib/000287', 'md_dblp.bib/000287']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#FertigSchutz2020,,,eng,,,,,,,,,
Fichman2004a,article,Real Options and IT Platform Adoption: Implications for Theory and Practice,"Fichman, Robert G.",2004,Information Systems Research,,15,2,132--154,10.1287/ISRE.1040.0021,,"The decision processes surrounding investments in innovative information technology (IT) platforms are complicated by uncertainty about expected payoffs and irreversibilities in the costs of implementation. When uncertainty and irreversibility are high, concepts from real options should be used to properly structure the evaluation and management of investment opportunities, and thereby capture the value of managerial flexibility. However, while innovation researchers have posited that option value can influence the motivations of early adopters, and options researchers have identified emerging IT as a promising area for application of options valuation techniques, there has yet to be a systematic theoretical integration of work on IT innovation and real options. This paper seeks to fill this gap by developing a model of the determinants of option value associated with investments in innovative IT platforms. In so doing, the model addresses a central question in the innovation field: When should a firm take a lead role in innovation with emerging technologies? The analysis begins with an explanation of real options analysis and how it differs from conventional approaches for evaluating new technologies. Then a set of 12 factors—drawn from 4 complementary perspectives on organizational innovation (technology strategy, organizational learning, innovation bandwagons, and technology adaptation)—is synthesized into a model of the option value of IT platform investments. Rationales are provided to explain the direct effects of these factors on option value, and selected interactions among the factors are also considered. Finally, the implications of the model are presented in three areas: predicting IT platform initiation and adoption, valuing IT platform options, and managing IT platform implementation.",False,251,,,,,,,,Explaining,en,,theoretical-review,,False,partial,True,True,True,Other Domain
Fielt2014,article,Exploring Shared Services from an IS Perspective: A Literature Review and Research Agenda,"Fielt, Erwin and Bandara, Wasana and Miskon, Suraya and Gable, Guy",2014,Communications of the Association for Information Systems,,34,1,1001--1040,10.17705/1CAIS.03454,,,False,9,,,,,,,,Understanding,en,,scoping-review,,True,comprehensive,True,True,True,Other Domain
FieltBandaraMiskonEtAl2014,article,Exploring Shared Services from an IS Perspective: A Literature Review and Research Agenda,"Fielt, Erwin and Bandara, Wasana and Miskon, Suraya and Gable, Guy",2014,Communications of the Association for Information Systems,,34,,,10.17705/1CAIS.03454,https://aisel.aisnet.org/cais/vol34/iss1/54,,,9,,"{'doi': {'source': 'md_curated.bib/000175', 'note': ''}, 'language': {'source': 'md_curated.bib/000175', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000204', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.17705/1CAIS.03454', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000204', 'md_crossref.bib/000015', 'md_curated.bib/000175', 'md_dblp.bib/000176']",md_prepared,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#FieltBandaraMiskonEtAl2014,,,eng,,,,,,,,,
